#-------------------------------------------------------------------
# A2744 Spectroscopic Redshift Compilation.
# Benotto P. - Last compiled 2026-05-26
# Please always refer to the latest version of this catalogue: 
# https://pietrobenotto.github.io/research/A2744_redshift_compilation.txt
#
# This catalog compiles spectroscopic redshifts for the A2744 field.
# Redshifts within a 20' radius centered on the cluster are kept.
# The redshifts come from the following surveys:
#
#   - ASTRODEEP-JWST          (Merlin et al. 2024)
#   - UNCOVER                 (Prince et al. 2024)
#   - All the Little Things   (ALT, Naidu et al. 2024)
#   - NIRISS                  (Watson et al. 2025)
#   - DJA redshift compilation (Brammer & Valentino 2025,
#                               https://zenodo.org/records/15472354)
#                               v4.4, grade == 3 only
#   - MUSE surveys compilation:
#       Owers et al. 2011, Braglia et al. 2009, GLASS,
#       Richard et al. 2021, Bergamini et al. 2022,
#       Caminha MUSE DDT 2022, MUSE 2025 (PI: Matthee)
#-------------------------------------------------------------------
# ( 1)  RA           [Right Ascension J2000 (deg)]
#                       Right ascension from the same catalogue as the redshift.
# ( 2)  DEC          [Declination J2000 (deg)]
#                       Declination from the same catalogue as the redshift.
# ( 3)  ID           [Source identifier]
#                       Source identifier. A plain number is the ASTRODEEP ID of the
#                       nearest match within 1 arcsec. If no match exists, the original
#                       catalogue number is kept with a 3-letter prefix indicating its
#                       source. If multiple objects with different redshifts map to the
#                       same ID, a letter suffix is appended (_a, _b, ...).
# ( 4)  zspec        [Spectroscopic redshift]
#                       Spectroscopic redshift. If multiple sources lie within 1 arcsec
#                       and agree within 5% in redshift, only one entry is retained.
# ( 5)  source       [Origin of the redshift value]
# ( 6)  F090W_mag    [JWST/NIRCam F090W (AB magnitude)]
#                       ASTRODEEP KRON flux. -99 if no photometry available.
# ( 7)  F200W_mag    [JWST/NIRCam F200W (AB magnitude)]
#                       ASTRODEEP KRON flux. -99 if no photometry available.
# ( 8)  F444W_mag    [JWST/NIRCam F444W (AB magnitude)]
#                       ASTRODEEP KRON flux. -99 if no photometry available.
#-------------------------------------------------------------------
        RA          DEC            ID    zspec                               source  F090W_mag  F200W_mag  F444W_mag 
 3.5837995  -30.3432456         30471   4.3112                                  ALT    -99.000     25.809     25.706 
 3.5671250  -30.3434210         30515   1.8780                            ASTRODEEP    -99.000     27.176     27.406 
 3.5808670  -30.3417919         30527   0.8459                                  ALT    -99.000     22.178     21.634 
 3.5157819  -30.3433608         30535   3.9814                                  DJA     28.647     28.243     28.318 
 3.5884676  -30.3436990         30548   4.4556                         MUSE_Matthee    -99.000     30.100     29.769 
 3.5812074  -30.3433697         30565   3.3463                         MUSE_Matthee    -99.000     27.577     27.979 
 3.5404286  -30.3430773         30580   1.1180                                  DJA    -99.000     26.116     26.178 
 3.5630945  -30.3432886         30611   4.7505                                  ALT    -99.000     28.366     28.546 
 3.5768331  -30.3433664         30620   4.4640                                  ALT    -99.000     29.092     29.571 
 3.5612370  -30.3433560         30633   3.9610                            ASTRODEEP    -99.000     29.631     30.346 
 3.5073106  -30.3432007         30648  10.0719                                  DJA    -99.000     28.535     28.584 
 3.4671342  -30.3431688         30662   3.3405                                  DJA     28.120     27.740     28.565 
 3.5815340  -30.3430050         30668   2.1020                            ASTRODEEP    -99.000     27.172     27.346 
 3.5795589  -30.3412778         30676   0.8454                                  ALT    -99.000     21.740     22.016 
 3.5975446  -30.3432337         30683   4.8012                                  ALT    -99.000     28.253     27.916 
 3.5793390  -30.3419870         30697   4.4660                            ASTRODEEP    -99.000     24.241     23.545 
 3.5741530  -30.3429170         30698   4.4790                            ASTRODEEP    -99.000     27.109     27.223 
 3.5988028  -30.3421372         30705   1.3238                         MUSE_Matthee    -99.000     22.346     21.941 
 3.5947641  -30.3424288         30709   2.5026                                  ALT    -99.000     24.778     24.591 
 3.4714108  -30.3431762         30729   1.6083                                  DJA     30.910     29.925     29.670 
 3.5671850  -30.3415290         30747   1.8380                            ASTRODEEP    -99.000     24.097     22.041 
 3.5387448  -30.3418024         30753   0.9475                                  ALT    -99.000     21.960     21.872 
 3.5579848  -30.3430735         30756   4.4796                                  ALT    -99.000     28.646     29.126 
 3.5435836  -30.3427478         30768   6.6977                                  ALT    -99.000     27.358     27.341 
 3.5936654  -30.4314919          3083   4.9094                                  ALT     27.400     27.434     27.610 
 3.5390758  -30.3425142         30835   2.6601                                  DJA    -99.000     25.563     25.664 
 3.5847165  -30.3422602         30848   4.3050                                  ALT    -99.000     25.874     26.028 
 3.5939946  -30.3426025         30878   5.5212                                  ALT    -99.000     29.633     28.980 
 3.5629105  -30.3418504         30902   4.4172                                  ALT    -99.000     25.268     24.531 
 3.5480910  -30.3423342         30914   4.4190                                  ALT    -99.000     27.923     28.034 
 3.5739150  -30.3382610         30926   1.7600                            ASTRODEEP    -99.000     21.770     21.403 
 3.5698990  -30.3422180         30927   2.5530                            ASTRODEEP    -99.000     27.760     27.811 
 3.4635850  -30.3355280         30930   0.3090                            ASTRODEEP     18.504    -99.000     18.247 
 3.5834240  -30.3401720         30946   0.6040                            ASTRODEEP    -99.000     19.646     20.113 
 3.5781489  -30.3415881         30953   0.7668                                  ALT    -99.000     23.540     23.936 
 3.5122323  -30.3372622         30966   0.7456                                  DJA     21.066     20.633     21.046 
 3.5584750  -30.3416490         30970   4.2920                            ASTRODEEP    -99.000     25.247     25.203 
 3.5721490  -30.3415230         30972   3.0250                            ASTRODEEP    -99.000     26.314     26.613 
 3.5764160  -30.3420964         30975   5.3095                         MUSE_Matthee    -99.000     26.322     26.668 
 3.4672344  -30.3414607         30976   0.5035                                  DJA     24.818     24.363     25.100 
 3.5483957  -30.3422767         30986   6.0306                                  ALT    -99.000     28.624     28.484 
 3.5828120  -30.3406810         30988   2.5340                            ASTRODEEP    -99.000     24.263     24.148 
 3.5554840  -30.3420080         30996   3.7470                            ASTRODEEP    -99.000     26.542     26.605 
 3.4812529  -30.3420757         31012   3.2588                                  DJA     27.958     27.122     27.384 
 3.5640124  -30.3422524         31027   3.7735                                  DJA    -99.000     29.059     29.806 
 3.4701856  -30.3419905         31037   4.5355                                  DJA     28.919     28.098     27.725 
 3.5724922  -30.3391549         31056   3.9748                                  ALT    -99.000     23.003     22.148 
 3.4582220  -30.3364210         31066   0.3080                            ASTRODEEP     19.602     18.435     19.277 
 3.5805521  -30.3415372         31081   0.8456                         MUSE_Matthee    -99.000     24.688     25.098 
 3.5674792  -30.3410255         31101   4.4125                                  ALT    -99.000     24.928     25.162 
 3.5088864  -30.3382098         31126   2.7505                                  DJA     22.474     21.518     21.468 
 3.5806190  -30.3412540         31131   4.4580                            ASTRODEEP    -99.000     24.677     24.674 
 3.5834111  -30.3418463         31136   3.7827                                  ALT    -99.000     28.230     28.744 
 3.5893735  -30.3413919         31143   3.3809                         MUSE_Matthee    -99.000     25.798     25.985 
 3.5686960  -30.3418880         31145   4.0040                            ASTRODEEP    -99.000     28.968     29.794 
 3.5856422  -30.3417368         31158   3.6801                         MUSE_Matthee    -99.000     26.811     26.914 
 3.5905531  -30.3412447         31164   0.8454                         MUSE_Matthee    -99.000     23.888     24.213 
 3.4759231  -30.3414868         31183   3.3345                                  DJA     27.626     26.435     26.472 
 3.5629980  -30.3414750         31186   3.4570                            ASTRODEEP    -99.000     25.627     25.563 
 3.5742466  -30.3415238         31200   0.3372                              UNCOVER    -99.000     26.741     27.555 
 3.5771813  -30.3417523         31215   5.2277                         MUSE_Matthee    -99.000     29.475     29.677 
 3.5990112  -30.3414785         31220   3.7810                                  ALT    -99.000     25.994     26.024 
 3.5730350  -30.3409370         31224   1.8510                            ASTRODEEP    -99.000     24.727     24.559 
 3.4811507  -30.3415639         31229   5.1612                                  DJA     28.716     28.535     28.183 
 3.5468820  -30.3416091         31259   6.6988                                  ALT    -99.000     29.543     29.971 
 3.5944131  -30.3398220         31261   1.9221                                  ALT    -99.000     23.088     21.181 
 3.4614197  -30.3412922         31276   0.8918                                  DJA     26.080     26.841     27.417 
 3.5899238  -30.3409478         31303   4.5097                                  ALT    -99.000     24.960     25.153 
 3.5856372  -30.3381558         31330   0.1225                         MUSE_Matthee    -99.000     20.838     22.050 
 3.5597532  -30.3400245         31335   3.0540                                  ALT    -99.000     23.170     23.311 
 3.4767171  -30.3407369         31384   0.5992                                  DJA     25.459     25.503     26.116 
 3.5465520  -30.3408105         31393   1.8388                                  DJA    -99.000     24.799     25.280 
 3.5738624  -30.3405195         31400   1.8673                              UNCOVER    -99.000     25.748     25.630 
 3.5526773  -30.3411203         31406   4.5288                                  ALT    -99.000     28.427     28.975 
 3.5913616  -30.3409287         31408   0.5340                         MUSE_Matthee    -99.000     26.776     27.484 
 3.5737205  -30.3391805         31419   0.6048                                  ALT    -99.000     19.560     20.057 
 3.5799890  -30.3410733         31423   5.5989                                  ALT    -99.000     27.461     27.764 
 3.5431022  -30.3401662         31436   1.6474                                  DJA    -99.000     24.936     24.901 
 3.5165584  -30.3406063         31450   6.4155                                  DJA     26.862     26.480     26.392 
 3.4631491  -30.3401453         31456   4.6513                                  DJA     26.507     26.169     25.779 
 3.5790026  -30.4314968          3147   4.7959                                  ALT    -99.000     26.511     26.292 
 3.5502380  -30.3408070         31470   4.5320                            ASTRODEEP    -99.000     28.900     29.150 
 3.5734506  -30.3391201         31489   0.3015                           Owers_2011    -99.000     19.037     19.997 
 3.5456030  -30.3377090         31490   1.6470                            ASTRODEEP    -99.000     23.274     21.280 
 3.5777409  -30.3404257         31493   4.3059                                  ALT    -99.000     26.528     26.322 
 3.5872659  -30.3399164         31494   0.3991                         MUSE_Matthee    -99.000     24.736     25.660 
 3.5425400  -30.3385830         31498   0.2400                            ASTRODEEP    -99.000     20.862     21.856 
 3.4564066  -30.3381970         31502   0.0007                           Owers_2011     20.863     20.014     21.429 
 3.5967944  -30.3405391         31507   0.9539                         MUSE_Matthee    -99.000     25.122     25.409 
 3.5824231  -30.3392195         31526   2.4948                                  ALT    -99.000     24.436     24.083 
 3.5642610  -30.3407090         31542   4.0010                            ASTRODEEP    -99.000     28.616     29.555 
 3.5615083  -30.3406459         31563   6.7739                                  ALT    -99.000     29.319     29.535 
 3.5773420  -30.3348300         31583   0.3590                            ASTRODEEP    -99.000     18.386     19.045 
 3.5371351  -30.3393774         31603   0.3097                           Owers_2011    -99.000     20.630    -99.000 
 3.5645660  -30.3403590         31610   3.6870                            ASTRODEEP    -99.000     28.769     28.718 
 3.5557658  -30.3403308         31615   3.9971                                  ALT    -99.000     27.909     28.437 
 3.5598101  -30.3395222         31630   3.0557                                  ALT    -99.000     23.697     24.506 
 3.5561832  -30.3403460         31642   6.4139                                  ALT    -99.000     28.627     28.785 
 3.5823836  -30.3388739         31646   0.8899                         MUSE_Matthee    -99.000     22.990     23.339 
 3.5534525  -30.3380726         31649   0.8737                                  ALT    -99.000     22.078     22.206 
 3.5894180  -30.3397390         31663   4.4740                            ASTRODEEP    -99.000     24.047     24.493 
 3.5934692  -30.3402150         31665   3.0003                         MUSE_Matthee    -99.000     26.137     27.180 
 3.5188070  -30.3400578         31669   3.3740                                  DJA     29.806     29.769     29.806 
 3.5933552  -30.3394249         31679   0.8460                         MUSE_Matthee    -99.000     25.000     25.317 
 3.5682670  -30.3396910         31683   3.3850                            ASTRODEEP    -99.000     26.006     26.722 
 3.5772706  -30.3399412         31688   2.9960                         MUSE_Matthee    -99.000     27.126     27.791 
 3.5733699  -30.3396040         31692   4.2722                                  ALT    -99.000     23.759     23.919 
 3.5822019  -30.3397012         31722   4.3126                         MUSE_Matthee    -99.000     32.197     29.303 
 3.5637950  -30.3388090         31726   1.6110                            ASTRODEEP    -99.000     23.071     22.768 
 3.5887997  -30.3400127         31732   5.4065                                  ALT    -99.000     28.739     27.917 
 3.5556490  -30.3332780         31756   0.3020                            ASTRODEEP    -99.000     17.897     18.840 
 3.5805706  -30.3399452         31760   4.6950                                  ALT    -99.000     28.980     29.640 
 3.5601300  -30.3398270         31772   1.2580                            ASTRODEEP    -99.000     27.654     27.679 
 3.5774517  -30.3397259         31785   4.8635                                  ALT    -99.000     27.971     27.846 
 3.5695330  -30.3397900         31802   5.2100                            ASTRODEEP    -99.000     27.512     27.188 
 3.5875761  -30.3381116         31804   0.5326                         MUSE_Matthee    -99.000     22.338     23.030 
 3.5726810  -30.3383051         31827   6.7764                                  ALT    -99.000     24.546     24.108 
 3.5881980  -30.3395166         31836   2.6585                                  ALT    -99.000     26.141     27.133 
 3.5653990  -30.3391541         31844   3.9739                                  ALT    -99.000     26.185     25.995 
 3.5140452  -30.3396511         31848   3.3086                                  DJA     28.153     27.640     27.991 
 3.5103961  -30.3394562         31886   5.1557                                  DJA     30.594     29.956     29.600 
 3.5714000  -30.3392600         31922   4.4160                            ASTRODEEP    -99.000     28.358     29.249 
 3.4830104  -30.3396673         31959   2.9353                                  DJA     29.136     28.733     29.428 
 3.5392493  -30.3381908         31966   0.9737                                  ALT    -99.000    -99.000    -99.000 
 3.5093383  -30.3386290         31994   3.2636                                  DJA     29.717     29.325     28.139 
 3.5701669  -30.3391300         32018   4.3004                                  ALT    -99.000     28.100     28.673 
 3.5801566  -30.3382624         32021   3.6936                         MUSE_Matthee    -99.000     24.269     25.244 
 3.5768351  -30.3391194         32022   6.7786                                  ALT    -99.000     28.262     28.256 
 3.5889466  -30.4287029          3204   0.9561                                  ALT     21.798     20.962     20.890 
 3.5860016  -30.3385638         32058   4.4159                         MUSE_Matthee    -99.000     26.593     27.624 
 3.5847422  -30.3389739         32060   7.5667                                  DJA    -99.000     27.399     27.576 
 3.5698312  -30.3389063         32073   4.2994                                  ALT    -99.000     27.966     28.059 
 3.5561371  -30.3390108         32086   4.4553                                  ALT    -99.000     29.062     28.975 
 3.5852170  -30.4313660          3209   5.7710                            ASTRODEEP     27.479     27.472     27.309 
 3.5815635  -30.3387353         32091   4.4529                                  ALT    -99.000     26.908     26.421 
 3.5655728  -30.3382990         32093   2.1222                                  ALT    -99.000     24.530     24.444 
 3.4792854  -30.3388038         32115   4.5130                                  DJA     29.112     28.818     29.034 
 3.5494050  -30.3365296         32131   1.6419                                  DJA    -99.000     21.739     20.497 
 3.5870352  -30.3387990         32132   4.4417                         MUSE_Matthee    -99.000     28.557     28.627 
 3.5918073  -30.3387140         32136   5.0501                         MUSE_Matthee    -99.000     27.134     26.802 
 3.5480777  -30.3388069         32141   5.1085                                  DJA    -99.000     28.821     28.485 
 3.5764511  -30.3382424         32153   2.8453                                  ALT    -99.000     24.346     25.177 
 3.5939742  -30.3385827         32175   4.8655                                  ALT    -99.000     27.291     27.549 
 3.5519742  -30.3373730         32184   0.8767                                  ALT    -99.000     22.726     23.002 
 3.5675380  -30.3350270         32198   0.7460                            ASTRODEEP    -99.000     20.449     20.739 
 3.5870611  -30.3382988         32216   4.4775                         MUSE_Matthee    -99.000     28.468     28.366 
 3.5574547  -30.3381735         32253   6.7818                                  ALT    -99.000     27.194     26.788 
 3.5772717  -30.3383516         32254   3.2558                              UNCOVER    -99.000     27.203     27.168 
 3.5903325  -30.3376087         32259   0.3560                         MUSE_Matthee    -99.000     22.825     23.694 
 3.5133701  -30.3372460         32287   1.1029                                  DJA     24.366     23.721     23.691 
 3.5913559  -30.3383431         32290   0.6736                                  ALT    -99.000     27.565     28.081 
 3.5625420  -30.3368490         32353   2.5350                            ASTRODEEP    -99.000     24.077     23.963 
 3.5715573  -30.3328772         32356   1.1138                                  ALT    -99.000     20.553     19.757 
 3.5830009  -30.3374703         32367   0.4741                         MUSE_Matthee    -99.000     24.704     25.526 
 3.5795189  -30.3378273         32375   3.8724                                  ALT    -99.000     25.540     25.965 
 3.5424510  -30.3378623         32396   5.5560                                  DJA    -99.000     28.652     27.653 
 3.5618980  -30.3310560         32415   0.6440                            ASTRODEEP    -99.000     18.421     18.751 
 3.5561150  -30.3378610         32422   3.0520                            ASTRODEEP    -99.000     27.217     27.540 
 3.4743810  -30.3374520         32474   1.7423                                  DJA     27.344     26.432     26.451 
 3.5578940  -30.3355970         32475   0.2600                            ASTRODEEP    -99.000     21.867     22.932 
 3.5868301  -30.3372134         32480   2.2940                                  ALT    -99.000     24.672     24.887 
 3.5748870  -30.3375280         32486   5.7950                            ASTRODEEP    -99.000     27.717     27.417 
 3.5841607  -30.3377014         32509   5.8958                                  ALT    -99.000     29.258     29.378 
 3.5490284  -30.3375016         32523   1.7670                              UNCOVER    -99.000     27.655     27.622 
 3.5508420  -30.3374640         32529   1.0110                            ASTRODEEP    -99.000     27.237     27.356 
 3.5880320  -30.3374670         32547   3.7840                            ASTRODEEP    -99.000     27.050     27.292 
 3.5861090  -30.3373430         32550   5.6320                            ASTRODEEP    -99.000     29.101     28.399 
 3.5480290  -30.3374270         32589   3.8760                            ASTRODEEP    -99.000     29.505     29.503 
 3.5817055  -30.3371061       32618_a   4.1134                                  ALT    -99.000     27.022     27.253 
 3.5816495  -30.3370884       32618_b   3.5822                         MUSE_Matthee    -99.000     27.022     27.253 
 3.5854425  -30.3372933         32625   4.0116                         MUSE_Matthee    -99.000     28.657     29.327 
 3.5774400  -30.3369570         32636   3.9950                            ASTRODEEP    -99.000     26.845     26.965 
 3.5657352  -30.3359743         32649   3.9898                                  ALT    -99.000     24.313     22.901 
 3.4883140  -30.3333010         32662   0.3090                            ASTRODEEP     21.624     20.812     21.805 
 3.5780957  -30.3371906         32664   3.8851                                  ALT    -99.000     29.695     30.830 
 3.4822830  -30.3318920         32666   0.3120                            ASTRODEEP     20.692     19.647     20.135 
 3.5849877  -30.3371324         32668   0.2051                              UNCOVER    -99.000     28.015     29.227 
 3.5701040  -30.3367880       32669_a   6.7780                            ASTRODEEP    -99.000     27.178     26.616 
 3.5701246  -30.3367892       32669_b   6.4047                                  ALT    -99.000     27.178     26.616 
 3.5668738  -30.3359709         32681   1.6488                                  ALT    -99.000     23.791     23.246 
 3.4858280  -30.3261690         32683   0.6040                            ASTRODEEP     20.224     18.853     19.430 
 3.5707161  -30.3372022         32684   4.6242                                  ALT    -99.000     30.584     31.287 
 3.5868678  -30.3367104         32701   4.4131                                  ALT    -99.000     25.646     25.765 
 3.5894329  -30.3367841         32716   3.5542                         MUSE_Matthee    -99.000     26.613     27.013 
 3.5127958  -30.3367076         32738   3.4567                                  DJA     27.247     26.871     27.651 
 3.5790228  -30.3364867         32750   3.7806                                  ALT    -99.000     25.787     25.808 
 3.6000199  -30.4310595          3276   4.9787                                  ALT     29.264     28.853     29.217 
 3.5828735  -30.3340222         32761   0.2226                         MUSE_Matthee    -99.000     19.936     20.589 
 3.5554534  -30.3367572         32766   2.4973                                  ALT    -99.000     26.809     26.884 
 3.4825461  -30.3352702         32800   2.8007                                  DJA     25.630    -99.000     24.731 
 3.5564900  -30.3358880         32809   3.6860                            ASTRODEEP    -99.000     26.017     26.027 
 3.5480470  -30.3358180         32858   3.7680                            ASTRODEEP    -99.000     27.384     26.513 
 3.5686721  -30.3361103         32862   6.7242                                  ALT    -99.000     28.086     28.167 
 3.5519394  -30.3340932         32872   2.4986                                  ALT    -99.000     23.420     23.265 
 3.5706169  -30.3353244         32907   3.9730                                  ALT    -99.000     24.943     24.817 
 3.5665070  -30.3360120         32912   3.9450                            ASTRODEEP    -99.000     27.716     27.910 
 3.5482247  -30.3322567         32955   0.6930                                  DJA    -99.000     20.477     19.363 
 3.5475321  -30.3355777         32996   1.9248                                  ALT    -99.000     24.224     24.314 
 3.5805747  -30.3344402         33002   1.4906                         MUSE_Matthee    -99.000     23.607     23.427 
 3.5845427  -30.3347040         33015   0.6528                         MUSE_Matthee    -99.000     23.922     24.529 
 3.5856108  -30.4300347          3302   0.2631                                  DJA     24.671     24.456     25.435 
 3.5516145  -30.3344578         33022   2.4983                                  ALT    -99.000     23.482     23.389 
 3.5823624  -30.3352100         33034   1.4483                         MUSE_Matthee    -99.000     25.558     25.502 
 3.5492801  -30.3322647         33041   0.6277                                  DJA    -99.000     20.164     20.361 
 3.5765494  -30.3354388         33048   1.8391                                  DJA    -99.000     28.441     28.190 
 3.4748492  -30.3345122         33080   3.2456                                  DJA     26.724     26.034     25.952 
 3.5841769  -30.3327670         33082   0.0008                           Owers_2011    -99.000     19.970     20.494 
 3.5874056  -30.3351793         33099   6.7262                                  ALT    -99.000     28.125     28.224 
 3.5518460  -30.3349050         33113   2.4940                            ASTRODEEP    -99.000     26.156     26.279 
 3.5751160  -30.3351090         33138   4.4090                            ASTRODEEP    -99.000     27.858     28.421 
 3.5450281  -30.3351369         33161   4.7548                                  ALT    -99.000     27.891     28.240 
 3.4860200  -30.3312390         33169   1.1040                            ASTRODEEP     21.874     21.024     20.890 
 3.5809795  -30.3340543       33182_a   2.1120                                  ALT    -99.000     24.859     24.476 
 3.5813526  -30.3340847       33182_b   3.4280                         MUSE_Matthee    -99.000     24.859     24.476 
 3.5777939  -30.3347176         33189   0.3591                                  ALT    -99.000     23.057     23.316 
 3.5855957  -30.3349923         33196   3.2382                         MUSE_Matthee    -99.000     27.598     28.856 
 3.5898374  -30.4303657          3320   6.2951                                  ALT     27.706     26.615     26.301 
 3.5668969  -30.3347554         33202   4.4425                                  ALT    -99.000     26.889     26.766 
 3.5747739  -30.3343268         33205   3.7750                                  ALT    -99.000     24.601     24.734 
 3.5705314  -30.3347501         33229   3.7807                                  ALT    -99.000     27.455     27.905 
 3.5889966  -30.3348630         33231   6.7262                                  ALT    -99.000     28.978     28.240 
 3.5613297  -30.3335151         33289   2.3085                                  ALT    -99.000     25.139     25.373 
 3.4835110  -30.3338010         33299   0.9600                            ASTRODEEP     24.481     24.123     24.355 
 3.5481166  -30.3342197         33400   2.2213                                  DJA    -99.000     27.018     27.339 
 3.5726355  -30.3331000         33420   0.8457                                  ALT    -99.000     24.130     24.436 
 3.4896678  -30.3321045         33435   2.1942                   MUSE_DDT_Caminha22     24.127     23.310     23.089 
 3.5526530  -30.3339160         33438   2.5110                            ASTRODEEP    -99.000     26.876     26.790 
 3.5653810  -30.3337143         33440   2.1847                                  ALT    -99.000     25.074     25.258 
 3.5687518  -30.3337359         33455   6.1919                                  ALT    -99.000     27.021     26.397 
 3.5476990  -30.3336990         33502   4.8740                            ASTRODEEP    -99.000     28.516     26.233 
 3.5682290  -30.3336140         33520   2.5810                            ASTRODEEP    -99.000     27.336     27.602 
 3.5477130  -30.3330804         33528   1.7637                                  DJA    -99.000     23.641     23.671 
 3.5830450  -30.3333440         33538   2.3150                            ASTRODEEP    -99.000     25.995     25.867 
 3.4829930  -30.3269330         33564   0.6040                            ASTRODEEP     20.871     19.684     20.249 
 3.4848690  -30.3297760         33627   0.4490                            ASTRODEEP     19.724     18.678     19.375 
 3.5580634  -30.3310963         33636   1.7757                                  ALT    -99.000     21.821     20.873 
 3.5561575  -30.3331968         33652   2.4973                                  ALT    -99.000     23.797     24.109 
 3.4833350  -30.3321520         33667   5.0660                            ASTRODEEP     25.092     25.119     24.860 
 3.5646399  -30.3328713         33668   2.1839                                  ALT    -99.000     25.022     25.168 
 3.4911870  -30.3314520         33712   1.4940                            ASTRODEEP     24.298     23.693     23.544 
 3.4912050  -30.3326110         33728   3.5780                            ASTRODEEP     27.233     27.203     27.575 
 3.5889981  -30.3327203         33738   2.4667                                  ALT    -99.000     25.459     25.464 
 3.5894962  -30.3317775         33781   0.3068                           Owers_2011    -99.000     24.393     24.945 
 3.5637660  -30.3328609         33796   4.4823                                  ALT    -99.000     28.197     28.528 
 3.5713901  -30.3316601         33833   3.9531                                  ALT    -99.000     25.811     25.689 
 3.5551932  -30.3315173         33834   2.4996                                  ALT    -99.000     22.714     22.370 
 3.5815035  -30.3307002         33867   1.4977                                  ALT    -99.000     23.316     22.437 
 3.5599630  -30.3320910         33920   1.7750                            ASTRODEEP    -99.000     26.097     26.323 
 3.5773382  -30.3314222         33942   2.5632                                  ALT    -99.000     24.307     24.335 
 3.6130810  -30.4256280          3396   0.3160                            ASTRODEEP    -99.000     18.939     19.833 
 3.5598011  -30.3313872         33965   1.1177                                  ALT    -99.000     23.813     23.194 
 3.4844810  -30.3284660         34002   0.6020                            ASTRODEEP     23.274     22.706     23.314 
 3.5777559  -30.3317133         34091   4.2985                                  ALT    -99.000     26.758     26.365 
 3.5596779  -30.3310494         34099   1.1171                                  ALT    -99.000     24.622     24.576 
 3.5494260  -30.3312941         34102   2.6677                                  DJA    -99.000     25.896     26.072 
 3.5750570  -30.3313030         34106   3.7860                            ASTRODEEP    -99.000     24.830     24.864 
 3.4938790  -30.3295250         34107   1.2660                            ASTRODEEP     24.445     22.477     21.353 
 3.4848226  -30.3284625         34170   0.6026                   MUSE_DDT_Caminha22     23.206     22.114     22.564 
 3.5763135  -30.4307253          3418   2.6525                                  ALT    -99.000     26.633    -99.000 
 3.4785110  -30.3242370         34184   0.3140                            ASTRODEEP     19.189     17.355     18.072 
 3.4850370  -30.3291000         34186   0.8910                            ASTRODEEP     22.240     21.717     21.978 
 3.4943490  -30.3295990         34205   1.2650                            ASTRODEEP     23.493     23.125     23.262 
 3.5784963  -30.3310715         34236   4.3001                                  ALT    -99.000     26.026     26.149 
 3.4834110  -30.3311120         34253   2.9590                            ASTRODEEP     26.821     26.097     26.646 
 3.4905100  -30.3285870         34279   1.3740                            ASTRODEEP     22.973     21.783     21.204 
 3.4920770  -30.3296610         34315   1.4960                            ASTRODEEP     24.047     23.466     22.657 
 3.4890650  -30.3307080         34324   0.3140                            ASTRODEEP     26.195     25.687     25.907 
 3.4926140  -30.3297020         34327   0.8460                            ASTRODEEP     24.032     24.090     24.544 
 3.5778490  -30.3308717         34344   3.9719                                  ALT    -99.000     24.842     24.881 
 3.5794763  -30.3310313         34361   6.7831                                  ALT    -99.000     28.406     28.115 
 3.4924700  -30.3309150         34411   3.1500                            ASTRODEEP     28.455     27.535     28.427 
 3.4961050  -30.3296510         34435   1.3940                            ASTRODEEP     23.393     23.236     23.004 
 3.4981584  -30.3306830         34459   3.4780                                  DJA     27.169    -99.000     27.021 
 3.5765336  -30.3303169         34470   3.9711                                  ALT    -99.000     25.381     25.126 
 3.5568450  -30.3308400         34471   5.1640                            ASTRODEEP    -99.000     28.886     28.585 
 3.4853761  -30.3294370         34473   1.7685                   MUSE_DDT_Caminha22     23.083     21.998     21.586 
 3.4925410  -30.3291620         34525   1.4950                            ASTRODEEP     24.194     23.533     23.404 
 3.5148542  -30.3195412         34526   0.4489                                  DJA     18.952     17.595     18.258 
 3.5485247  -30.3304219         34533   1.5725                                  DJA    -99.000     20.085    -99.000 
 3.5609380  -30.3293200         34535   4.4370                            ASTRODEEP    -99.000     24.415     23.791 
 3.5662704  -30.3306308         34544   4.4397                                  ALT    -99.000     28.610     28.916 
 3.5493156  -30.3302760         34612   4.8567                                  DJA    -99.000     27.819     27.592 
 3.4490283  -30.3299516         34664   2.1277                                  DJA     26.927     26.044     26.021 
 3.5536980  -30.3300520         34678   5.9290                            ASTRODEEP    -99.000     27.321     26.921 
 3.6160170  -30.4299190          3470   3.7860                            ASTRODEEP     26.209     25.637     25.560 
 3.5049940  -30.2938320         34785   3.0580                            ASTRODEEP     25.425     24.912     25.322 
 3.5021370  -30.2943450         34792   0.5910                            ASTRODEEP     22.413     21.985     22.490 
 3.5089540  -30.2941770         34795   0.3180                            ASTRODEEP    -99.000    -99.000    -99.000 
 3.5956780  -30.4285740          3480   4.0250                            ASTRODEEP     26.418     24.404     23.295 
 3.5818534  -30.3283819         34864   5.2745                                  ALT    -99.000     29.577     29.386 
 3.4513686  -30.3207170         34920  10.3955                                  DJA    -99.000     27.492     27.917 
 3.5084745  -30.3059590         34976   5.0938                                  DJA     26.238     25.406     25.238 
 3.4809490  -30.3182320         34997   1.1730                            ASTRODEEP    -99.000     22.252     21.591 
 3.5046950  -30.2989770         35017   0.3180                            ASTRODEEP     26.506     26.613     26.940 
 3.4985280  -30.3270440         35055   0.8580                            ASTRODEEP     23.869     23.423     23.752 
