#-------------------------------------------------------------------
# A2744 Spectroscopic Redshift Compilation.
# Benotto P. - Last compiled 2026-05-26
# Please always refer to the latest version of this catalogue: 
# https://pietrobenotto.github.io/research/A2744_redshift_compilation.txt
#
# This catalog compiles spectroscopic redshifts for the A2744 field.
# Redshifts within a 20' radius centered on the cluster are kept.
# The redshifts come from the following surveys:
#
#   - ASTRODEEP-JWST          (Merlin et al. 2024)
#   - UNCOVER                 (Prince et al. 2024)
#   - All the Little Things   (ALT, Naidu et al. 2024)
#   - NIRISS                  (Watson et al. 2025)
#   - DJA redshift compilation (Brammer & Valentino 2025,
#                               https://zenodo.org/records/15472354)
#                               v4.4, grade == 3 only
#   - MUSE surveys compilation:
#       Owers et al. 2011, Braglia et al. 2009, GLASS,
#       Richard et al. 2021, Bergamini et al. 2022,
#       Caminha MUSE DDT 2022, MUSE 2025 (PI: Matthee)
#-------------------------------------------------------------------
# ( 1)  RA           [Right Ascension J2000 (deg)]
#                       Right ascension from the same catalogue as the redshift.
# ( 2)  DEC          [Declination J2000 (deg)]
#                       Declination from the same catalogue as the redshift.
# ( 3)  ID           [Source identifier]
#                       Source identifier. A plain number is the ASTRODEEP ID of the
#                       nearest match within 1 arcsec. If no match exists, the original
#                       catalogue number is kept with a 3-letter prefix indicating its
#                       source. If multiple objects with different redshifts map to the
#                       same ID, a letter suffix is appended (_a, _b, ...).
# ( 4)  zspec        [Spectroscopic redshift]
#                       Spectroscopic redshift. If multiple sources lie within 1 arcsec
#                       and agree within 5% in redshift, only one entry is retained.
# ( 5)  source       [Origin of the redshift value]
# ( 6)  F090W_mag    [JWST/NIRCam F090W (AB magnitude)]
#                       ASTRODEEP KRON flux. -99 if no photometry available.
# ( 7)  F200W_mag    [JWST/NIRCam F200W (AB magnitude)]
#                       ASTRODEEP KRON flux. -99 if no photometry available.
# ( 8)  F444W_mag    [JWST/NIRCam F444W (AB magnitude)]
#                       ASTRODEEP KRON flux. -99 if no photometry available.
#-------------------------------------------------------------------
        RA          DEC            ID    zspec                               source  F090W_mag  F200W_mag  F444W_mag 
 3.5894798  -30.2025426       mus_837   0.0003                           Owers_2011    -99.000    -99.000    -99.000 
 3.6189521  -30.4849433      mus_8389   0.7793                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5901981  -30.5053309       mus_839   0.3036                           Owers_2011    -99.000    -99.000    -99.000 
 3.7245295  -30.4829152      mus_8392   0.0084                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5900146  -30.1663377       mus_840   0.2646                           Owers_2011    -99.000    -99.000    -99.000 
 3.4797330  -30.4831275      mus_8409   0.0313                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6322752  -30.4829584      mus_8425   0.1448                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5903909  -30.5071958       mus_843   0.3033                           Owers_2011    -99.000    -99.000    -99.000 
 3.5907620  -30.2081443       mus_846   0.2384                           Owers_2011    -99.000    -99.000    -99.000 
 3.5908106  -30.4575327       mus_847   0.2942                           Owers_2011    -99.000    -99.000    -99.000 
 3.6893836  -30.4820688      mus_8471   0.6505                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5913495  -30.5897842       mus_849   0.0010                           Owers_2011    -99.000    -99.000    -99.000 
 3.3676917  -30.5542163      mus_84_a   0.2617                           Owers_2011    -99.000    -99.000    -99.000 
 3.5769070  -30.3494020      mus_84_b   4.4770                         MUSE_Matthee    -99.000    -99.000    -99.000 
 3.3681271  -30.5455884        mus_85   0.0928                           Owers_2011    -99.000    -99.000    -99.000 
 3.5910049  -30.6115930       mus_850   0.3063                           Owers_2011    -99.000    -99.000    -99.000 
 3.5889512  -30.4818504      mus_8507   0.3034                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5388881  -30.4822270      mus_8530   0.4098                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5917630  -30.2473731       mus_854   0.0018                           Owers_2011    -99.000    -99.000    -99.000 
 3.6662011  -30.4813686      mus_8542   0.6018                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5920536  -30.6108897       mus_855   0.3076                           Owers_2011    -99.000    -99.000    -99.000 
 3.5921450  -30.2962707       mus_859   0.4735                           Owers_2011    -99.000    -99.000    -99.000 
 3.5928926  -30.1687550       mus_861   0.0005                           Owers_2011    -99.000    -99.000    -99.000 
 3.6974658  -30.4785268      mus_8630   0.6510                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.4620816  -30.4786273      mus_8658   1.0163                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5947432  -30.2873887       mus_868   0.3593                           Owers_2011    -99.000    -99.000    -99.000 
 3.5948259  -30.4618294       mus_869   0.3921                           Owers_2011    -99.000    -99.000    -99.000 
 3.3685560  -30.4788543        mus_87   0.0720                           Owers_2011    -99.000    -99.000    -99.000 
 3.5949015  -30.2223419       mus_870   0.4992                           Owers_2011    -99.000    -99.000    -99.000 
 3.7495224  -30.4781836      mus_8719   0.2662                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5753225  -30.4767353      mus_8742   0.3032                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5964994  -30.1863354       mus_876   0.7340                           Owers_2011    -99.000    -99.000    -99.000 
 3.5967450  -30.5556869       mus_878   0.0002                           Owers_2011    -99.000    -99.000    -99.000 
 3.5969496  -30.5199631       mus_879   0.3909                           Owers_2011    -99.000    -99.000    -99.000 
 3.3684177  -30.4026952        mus_88   0.5731                           Owers_2011    -99.000    -99.000    -99.000 
 3.5051136  -30.4773054      mus_8809   0.0532                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5979155  -30.4845252       mus_881   0.5003                           Owers_2011    -99.000    -99.000    -99.000 
 3.5983664  -30.2443435       mus_882   0.4491                           Owers_2011    -99.000    -99.000    -99.000 
 3.3722078  -30.4760232      mus_8825   0.1250                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6043394  -30.4749096      mus_8837   0.3057                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6221030  -30.4757479      mus_8842   0.1878                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6350619  -30.4744999      mus_8843   0.5004                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6011157  -30.3383362       mus_889   0.3057                           Owers_2011    -99.000    -99.000    -99.000 
 3.3686766  -30.4478432        mus_89   0.3118        Owers_2011,Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6012166  -30.2513928       mus_890   1.1184                           Owers_2011    -99.000    -99.000    -99.000 
 3.6013781  -30.2311352       mus_891   0.2388                           Owers_2011    -99.000    -99.000    -99.000 
 3.6014393  -30.1806164       mus_893   0.2465                           Owers_2011    -99.000    -99.000    -99.000 
 3.5492191  -30.4732640      mus_8938   0.4965                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6405473  -30.4731816      mus_8946   0.3809                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6025809  -30.3303654       mus_895   0.3066                           Owers_2011    -99.000    -99.000    -99.000 
 3.6026533  -30.2171318       mus_896   0.3990                           Owers_2011    -99.000    -99.000    -99.000 
 3.6025563  -30.1666451       mus_897   0.1902                           Owers_2011    -99.000    -99.000    -99.000 
 3.7034452  -30.4738462      mus_8973   0.4535                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6036719  -30.2639517       mus_899   0.0003                           Owers_2011    -99.000    -99.000    -99.000 
 3.3086819  -30.3632067         mus_9   0.2608                           Owers_2011    -99.000    -99.000    -99.000 
 3.3688978  -30.4364684        mus_90   0.1863                           Owers_2011    -99.000    -99.000    -99.000 
 3.6037525  -30.1671037       mus_900   0.2466                           Owers_2011    -99.000    -99.000    -99.000 
 3.7474540  -30.4718098      mus_9002   0.6237                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.4862500  -30.4724167      mus_9031   0.6176                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6043330  -30.4564720       mus_904   0.3061        Owers_2011,Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6746872  -30.4697341      mus_9063   0.1074                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6048129  -30.2040467       mus_907   0.2695                           Owers_2011    -99.000    -99.000    -99.000 
 3.6050991  -30.4702760       mus_908   0.0006                           Owers_2011    -99.000    -99.000    -99.000 
 3.3688535  -30.2395498        mus_91   0.0003                           Owers_2011    -99.000    -99.000    -99.000 
 3.6051475  -30.4785423       mus_911   0.4958                           Owers_2011    -99.000    -99.000    -99.000 
 3.6050913  -30.2220090       mus_912   0.3639                           Owers_2011    -99.000    -99.000    -99.000 
 3.3035268  -30.4682399      mus_9140   0.2746                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6252082  -30.4699013      mus_9144   0.5161                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6053330  -30.5846110       mus_915   0.6140                           Owers_2011    -99.000    -99.000    -99.000 
 3.4427936  -30.4697873      mus_9153   0.1097                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6057667  -30.5193229       mus_916   0.3917                           Owers_2011    -99.000    -99.000    -99.000 
 3.6062420  -30.3426818       mus_917   0.4487                           Owers_2011    -99.000    -99.000    -99.000 
 3.6064485  -30.3388567       mus_919   0.3066                           Owers_2011    -99.000    -99.000    -99.000 
 3.3691300  -30.5005435        mus_92   0.0005                           Owers_2011    -99.000    -99.000    -99.000 
 3.7323539  -30.4691857      mus_9219   0.2640                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6102587  -30.4688988      mus_9223   0.4975                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.3219769  -30.4689692      mus_9226   0.5605                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.4158621  -30.4685966      mus_9227   0.6375                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6083439  -30.2618927       mus_925   0.3595                           Owers_2011    -99.000    -99.000    -99.000 
 3.2714094  -30.4668738      mus_9262   0.7720                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.3693813  -30.2446693        mus_93   0.0014                           Owers_2011    -99.000    -99.000    -99.000 
 3.6095092  -30.2905425       mus_930   0.3821                           Owers_2011    -99.000    -99.000    -99.000 
 3.6137907  -30.4659856      mus_9327   0.3066                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6101088  -30.6215573       mus_934   0.3659                           Owers_2011    -99.000    -99.000    -99.000 
 3.6106933  -30.2655421       mus_937   0.3582                           Owers_2011    -99.000    -99.000    -99.000 
 3.7098441  -30.4662995      mus_9370   0.3631                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5299583  -30.4569167      mus_9381   0.5895                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.3685225  -30.4654106      mus_9392   0.1078                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5726011  -30.4650277      mus_9394   0.5001                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6834807  -30.4655192      mus_9403   0.2687                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6109503  -30.5864175       mus_941   0.2749                           Owers_2011    -99.000    -99.000    -99.000 
 3.6110740  -30.3208938       mus_942   0.3072                           Owers_2011    -99.000    -99.000    -99.000 
 3.6119063  -30.5611848       mus_944   0.0019                           Owers_2011    -99.000    -99.000    -99.000 
 3.5221363  -30.4657376      mus_9452   0.6923                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6123237  -30.5352152       mus_946   0.0019                           Owers_2011    -99.000    -99.000    -99.000 
 3.6130489  -30.5719698       mus_949   0.2381                           Owers_2011    -99.000    -99.000    -99.000 
 3.3696339  -30.4645973        mus_95   0.0001                           Owers_2011    -99.000    -99.000    -99.000 
 3.6093915  -30.4623698      mus_9522   0.4990                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6140801  -30.5423443       mus_954   0.4350                           Owers_2011    -99.000    -99.000    -99.000 
 3.4192543  -30.4614735      mus_9547   0.3143                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.3178222  -30.4621167      mus_9552   0.7283                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6153260  -30.5692616       mus_957   0.0012                           Owers_2011    -99.000    -99.000    -99.000 
 3.3490945  -30.4619914      mus_9574   0.1067                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5296776  -30.4620523      mus_9575   0.4960                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6154323  -30.3100082       mus_958   0.2611                           Owers_2011    -99.000    -99.000    -99.000 
 3.6158349  -30.2639227       mus_959   0.0004                           Owers_2011    -99.000    -99.000    -99.000 
 3.5816377  -30.4618968      mus_9593   0.3006                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.3699433  -30.3001398        mus_96   0.3100                           Owers_2011    -99.000    -99.000    -99.000 
 3.6159779  -30.5997773       mus_960   0.6149                           Owers_2011    -99.000    -99.000    -99.000 
 3.6164939  -30.4845817       mus_962   0.2531                           Owers_2011    -99.000    -99.000    -99.000 
 3.6165313  -30.5230961       mus_963   0.0004                           Owers_2011    -99.000    -99.000    -99.000 
 3.6463274  -30.4620138      mus_9638   0.1051                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6166674  -30.5577032       mus_964   0.0994                           Owers_2011    -99.000    -99.000    -99.000 
 3.6171078  -30.4884448       mus_965   0.2439                           Owers_2011    -99.000    -99.000    -99.000 
 3.6185098  -30.2120712       mus_969   0.0003                           Owers_2011    -99.000    -99.000    -99.000 
 3.3710609  -30.5327295        mus_97   0.0009                           Owers_2011    -99.000    -99.000    -99.000 
 3.6187864  -30.2551416       mus_970   0.3566                           Owers_2011    -99.000    -99.000    -99.000 
 3.6189582  -30.5364725       mus_971   0.0006                           Owers_2011    -99.000    -99.000    -99.000 
 3.4854473  -30.4580208      mus_9740   0.1443                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.4127881  -30.4581956      mus_9756   0.2953                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.5180986  -30.4587122      mus_9759   0.3074                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6202950  -30.3323754       mus_976   0.2999                           Owers_2011    -99.000    -99.000    -99.000 
 3.3258613  -30.4582273      mus_9768   0.2684                   Braglia_2009_VIMOS    -99.000    -99.000    -99.000 
 3.6211634  -30.6315201       mus_977   0.3663                           Owers_2011    -99.000    -99.000    -99.000 
